,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
993,2012-11-21,Red Dawn,65000000,44806783,2012,11,Red Dawn2012,,,0.6893351230769231,Beau Flynn,Red Dawn,"Action,Sci-Fi,Thriller",tt1234719,3,4.0,31000000.0,65000000.0,1.2641635364804136
995,2015-09-18,Everest,65000000,43482270,2015,9,Everest2015,,,0.668958,Eric Fellner,Everest,"Action,Adventure,Biography",tt2719848,3,4.0,31000000.0,65000000.0,1.2641635364804136
998,2012-09-14,Resident Evil: Retribution,65000000,42345531,2012,9,Resident Evil: Retribution2012,Resident Evil: Retribution,SGem,0.6514697076923077,Jeremy Bolt,Resident Evil: Retribution,"Action,Horror,Sci-Fi",tt1855325,3,4.0,31000000.0,65000000.0,1.2641635364804136
1011,2014-01-24,"I, Frankenstein",65000000,19075290,2014,1,"I, Frankenstein2014","I, Frankenstein",LGF,0.293466,Andrew Mason,"I, Frankenstein","Action,Fantasy,Horror",tt1418377,3,4.0,31000000.0,65000000.0,1.2641635364804136
1015,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,2014,8,Sin City: A Dame to Kill For2014,,,0.21165852307692307,Mark C. Manuel,Sin City: A Dame to Kill For,"Crime,Thriller",tt0458481,3,4.0,31000000.0,65000000.0,1.2641635364804136
1019,2016-12-25,Live by Night,65000000,10378555,2016,12,Live by Night2016,,,0.15967007692307691,Jennifer Davisson,Live by Night,"Action,Crime,Drama",tt2361317,3,4.0,31000000.0,65000000.0,1.2641635364804136
1024,2015-09-04,Tian jiang xiong shi,65000000,74070,2015,9,Tian jiang xiong shi2015,,,0.0011395384615384616,,,,,3,4.0,31000000.0,65000000.0,1.2641635364804136
1030,2011-04-01,Hop,63000000,108085305,2011,4,Hop2011,Hop,Uni.,1.7156397619047619,Christopher Meledandri,Hop,"Adventure,Animation,Comedy",tt1411704,3,3.9411764705882355,31000000.0,65000000.0,1.2641635364804136
1032,2017-09-15,American Assassin,63000000,36249674,2017,9,American Assassin2017,American Assassin,LGF,0.5753916507936508,,,,,3,3.9411764705882355,31000000.0,65000000.0,1.2641635364804136
1037,2015-12-25,The Hateful Eight,62000000,54117416,2015,12,The Hateful Eight2015,The Hateful Eight,Wein.,0.8728615483870967,Richard N. Gladstein,The Hateful Eight,"Crime,Drama,Mystery",tt3460252,3,3.911764705882353,31000000.0,65000000.0,1.2641635364804136
1042,2014-10-03,Gone Girl,61000000,167767189,2014,10,Gone Girl2014,Gone Girl,Fox,2.750281786885246,Reese Witherspoon,Gone Girl,"Drama,Mystery,Thriller",tt2267998,3,3.8823529411764706,31000000.0,65000000.0,1.2641635364804136
1047,2015-09-18,Maze Runner: The Scorch Trials,61000000,81697192,2015,9,Maze Runner: The Scorch Trials2015,Maze Runner: The Scorch Trials,Fox,1.3392982295081968,Ellen Goldsmith-Vein,Maze Runner: The Scorch Trials,"Action,Sci-Fi,Thriller",tt4046784,3,3.8823529411764706,31000000.0,65000000.0,1.2641635364804136
1050,2013-08-02,2 Guns,61000000,75612460,2013,8,2 Guns2013,2 Guns,Uni.,1.2395485245901638,George Furla,2 Guns,"Action,Comedy,Crime",tt1272878,3,3.8823529411764706,31000000.0,65000000.0,1.2641635364804136
1053,2018-01-26,Maze Runner: The Death Cure,61000000,58032443,2018,1,Maze Runner: The Death Cure2018,Maze Runner: The Death Cure,Fox,0.9513515245901639,,,,,3,3.8823529411764706,31000000.0,65000000.0,1.2641635364804136
1055,2016-02-19,Mei Ren Yu,60720000,3229457,2016,2,Mei Ren Yu2016,,,0.05318605072463768,,,,,3,3.8741176470588234,31000000.0,65000000.0,1.2641635364804136
1057,2014-02-07,The Lego Movie,60000000,257784718,2014,2,The Lego Movie2014,,,4.296411966666667,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1063,2016-09-09,Sully,60000000,125070033,2016,9,Sully2016,Sully,WB,2.08450055,Tim Moore,Sully,"Biography,Drama",tt3263904,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1077,2010-10-15,Red,60000000,90380162,2010,10,Red2010,Red,Sum.,1.5063360333333333,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1081,2010-08-13,Eat Pray Love,60000000,80574010,2010,8,Eat Pray Love2010,Eat Pray Love,Sony,1.3429001666666667,Dede Gardner,Eat Pray Love,"Drama,Romance",tt0879870,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1082,2012-12-21,Jack Reacher,60000000,80070736,2012,12,Jack Reacher2012,Jack Reacher,Par.,1.3345122666666667,Don Granger,Jack Reacher,"Action,Crime,Thriller",tt0790724,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1087,2011-09-09,Contagion,60000000,75658097,2011,9,Contagion2011,Contagion,WB,1.2609682833333333,Gregory Jacobs,Contagion,"Action,Drama,Thriller",tt1598778,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1098,2016-03-04,London Has Fallen,60000000,62524260,2016,3,London Has Fallen2016,London Has Fallen,Focus,1.042071,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1103,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,2016,10,Jack Reacher: Never Go Back2016,Jack Reacher: Never Go Back,Par.,0.9782846,Christopher McQuarrie,Jack Reacher: Never Go Back,"Action,Thriller",tt3393786,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1105,2017-05-25,Baywatch,60000000,58060186,2017,5,Baywatch2017,Baywatch,Par.,0.9676697666666667,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1107,2015-12-25,Joy,60000000,56451232,2015,12,Joy2015,Joy,Fox,0.9408538666666667,Ken Mok,Joy,Drama,tt2446980,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1111,2012-08-17,ParaNorman,60000000,56003051,2012,8,ParaNorman2012,ParaNorman,Focus,0.9333841833333333,Travis Knight,ParaNorman,"Adventure,Animation,Comedy",tt1623288,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1117,2014-09-26,The Boxtrolls,60000000,50837305,2014,9,The Boxtrolls2014,The Boxtrolls,Focus,0.8472884166666667,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1118,2017-08-04,The Dark Tower,60000000,50701325,2017,8,The Dark Tower2017,The Dark Tower,Sony,0.8450220833333333,Ron Howard,The Dark Tower,"Action,Adventure,Fantasy",tt1648190,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1120,2014-01-17,Jack Ryan: Shadow Recruit,60000000,50577412,2014,1,Jack Ryan: Shadow Recruit2014,Jack Ryan: Shadow Recruit,Par.,0.8429568666666667,Mace Neufeld,Jack Ryan: Shadow Recruit,"Action,Drama,Thriller",tt1205537,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1125,2018-12-25,Vice,60000000,47836282,2018,12,Vice2018,Vice,Annapurna,0.7972713666666666,Brad Pitt,Vice,"Biography,Comedy,Drama",tt6266538,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1133,2013-01-11,Gangster Squad,60000000,46000903,2013,1,Gangster Squad2013,Gangster Squad,WB,0.7666817166666666,Michael Tadross,Gangster Squad,"Action,Crime,Drama",tt1321870,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1136,2017-04-07,Smurfs: The Lost Village,60000000,45020282,2017,4,Smurfs: The Lost Village2017,Smurfs: The Lost Village,Sony,0.7503380333333334,Jordan Kerner,Smurfs: The Lost Village,"Adventure,Animation,Comedy",tt2398241,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1138,2018-10-12,First Man,60000000,44936545,2018,10,First Man2018,First Man,Uni.,0.7489424166666667,Isaac Klausner,First Man,"Biography,Drama,History",tt1213641,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1142,2010-01-29,Edge of Darkness,60000000,43313890,2010,1,Edge of Darkness2010,Edge of Darkness,WB,0.7218981666666666,Graham King,Edge of Darkness,"Crime,Drama,Mystery",tt1226273,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1153,2012-09-21,Trouble with the Curve,60000000,35763137,2012,9,Trouble with the Curve2012,Trouble with the Curve,WB,0.5960522833333334,Michele Weisler,Trouble with the Curve,"Drama,Sport",tt2083383,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1163,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,2013,8,The Mortal Instruments: City of Bones2013,The Mortal Instruments: City of Bones,SGem,0.5194236833333333,Don Carmody,The Mortal Instruments: City of Bones,"Action,Fantasy,Horror",tt1538403,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1167,2011-05-13,Priest,60000000,29136626,2011,5,Priest2011,Priest,SGem,0.4856104333333333,Mitchell Peck,Priest,"Action,Adventure,Fantasy",tt0822847,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1183,2014-02-14,Winter's Tale,60000000,12600231,2014,2,Winterâs Tale2014,,,0.21000385,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1187,2017-02-24,Rock Dog,60000000,9420546,2017,2,Rock Dog2017,Rock Dog,LG/S,0.1570091,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1188,2015-01-23,Mortdecai,60000000,7696134,2015,1,Mortdecai2015,Mortdecai,LGF,0.1282689,Patrick McCormick,Mortdecai,"Action,Comedy,Crime",tt3045616,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1193,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,2016,2,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing2016,,,0.011833033333333333,,,,,3,3.8529411764705883,31000000.0,65000000.0,1.2641635364804136
1194,2018-03-23,Sherlock Gnomes,59000000,43242871,2018,3,Sherlock Gnomes2018,Sherlock Gnomes,Par.,0.7329300169491525,,,,,3,3.8235294117647056,31000000.0,65000000.0,1.2641635364804136
1198,2016-02-12,Deadpool,58000000,363070709,2016,2,Deadpool2016,Deadpool,Fox,6.259839810344827,Simon Kinberg,Deadpool,"Action,Adventure,Comedy",tt1431045,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1200,2014-12-25,American Sniper,58000000,350126372,2014,12,American Sniper2014,American Sniper,WB,6.036661586206897,Andrew Lazar,American Sniper,"Action,Biography,Drama",tt2179136,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1201,2015-10-16,Goosebumps,58000000,80069458,2015,10,Goosebumps2015,Goosebumps,Sony,1.3805078965517241,Deborah Forte,Goosebumps,"Adventure,Comedy,Family",tt1051904,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1204,2012-01-20,Red Tails,58000000,49876377,2012,1,Red Tails2012,Red Tails,Fox,0.8599375344827587,Rick McCallum,Red Tails,"Action,Adventure,Drama",tt0485985,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1207,2013-06-07,The Internship,58000000,44672764,2013,6,The Internship2013,The Internship,Fox,0.7702200689655172,,,,,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1210,2017-03-24,Life,58000000,30234022,2017,3,Life2017,,,0.5212762413793104,Dana Goldberg,Life,"Horror,Sci-Fi,Thriller",tt5442430,3,3.7941176470588234,31000000.0,65000000.0,1.2641635364804136
1216,2010-09-10,Resident Evil: Afterlife,57500000,60128566,2010,9,Resident Evil: Afterlife2010,Resident Evil: Afterlife,SGem,1.0457141913043477,Robert Kulzer,Resident Evil: Afterlife,"Action,Adventure,Horror",tt1220634,3,3.7794117647058822,31000000.0,65000000.0,1.2641635364804136
1221,2012-06-15,That's My Boy,57500000,36931089,2012,6,That's My Boy2012,That's My Boy,Sony,0.6422798086956522,Allen Covert,That's My Boy,Comedy,tt1232200,3,3.7794117647058822,31000000.0,65000000.0,1.2641635364804136
1225,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000,51774002,2012,2,Ghost Rider: Spirit of Vengeance2012,Ghost Rider: Spirit of Vengeance,Sony,0.9083158245614035,,,,,3,3.764705882352941,31000000.0,65000000.0,1.2641635364804136
1229,2014-12-25,Into the Woods,56200000,128002372,2014,12,Into the Woods2014,Into the Woods,BV,2.277622277580071,John DeLuca,Into the Woods,"Adventure,Comedy,Drama",tt2180411,3,3.7411764705882353,31000000.0,65000000.0,1.2641635364804136
1235,2016-01-22,Zhuo yao ji,56000000,32766,2016,1,Zhuo yao ji2016,,,0.0005851071428571429,,,,,3,3.735294117647059,31000000.0,65000000.0,1.2641635364804136
1238,2018-11-02,Bohemian Rhapsody,55000000,216303339,2018,11,Bohemian Rhapsody2018,Bohemian Rhapsody,Fox,3.9327879818181817,Jim Beach,Bohemian Rhapsody,"Biography,Drama,Music",tt1727824,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1246,2017-02-10,Fifty Shades Darker,55000000,114434010,2017,2,Fifty Shades Darker2017,Fifty Shades Darker,Uni.,2.0806183636363635,Marcus Viscidi,Fifty Shades Darker,"Drama,Romance",tt4465564,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1249,2013-10-11,Captain Phillips,55000000,107136417,2013,10,Captain Phillips2013,Captain Phillips,Sony,1.9479348545454545,Michael De Luca,Captain Phillips,"Biography,Drama,Thriller",tt1535109,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1253,2017-11-10,Murder on the Orient Express,55000000,102826543,2017,11,Murder on the Orient Express2017,,,1.8695735090909091,Michael Schaefer,Murder on the Orient Express,"Crime,Drama,Mystery",tt3402236,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1257,2014-09-26,The Equalizer,55000000,101530738,2014,9,The Equalizer2014,The Equalizer,Sony,1.8460134181818182,Jason Blumenthal,The Equalizer,"Action,Crime,Thriller",tt0455944,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1259,2018-02-09,Fifty Shades Freed,55000000,100407760,2018,2,Fifty Shades Freed2018,Fifty Shades Freed,Uni.,1.8255956363636363,Marcus Viscidi,Fifty Shades Freed,"Drama,Romance,Thriller",tt4477536,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1263,2010-04-09,Date Night,55000000,98711404,2010,4,Date Night2010,Date Night,Fox,1.7947528,,,,,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1269,2015-01-16,Paddington,55000000,76223578,2015,1,Paddington2015,Paddington,W/Dim.,1.3858832363636364,,,,,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1273,2011-06-17,Mr. Poppers's Penguins,55000000,68224452,2011,6,Mr. Poppers's Penguins2011,,,1.2404445818181817,,,,,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1280,2013-11-01,Free Birds,55000000,55750480,2013,11,Free Birds2013,Free Birds,Rela.,1.0136450909090908,,,,,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1284,2014-03-21,Muppets Most Wanted,55000000,51178893,2014,3,Muppets Most Wanted2014,Muppets Most Wanted,BV,0.9305253272727273,David Hoberman,Muppets Most Wanted,"Adventure,Comedy,Crime",tt2281587,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1287,2016-08-19,Kubo and the Two Strings,55000000,48023088,2016,8,Kubo and the Two Strings2016,Kubo and the Two Strings,Focus,0.8731470545454545,Arianne Sutner,Kubo and the Two Strings,"Action,Adventure,Animation",tt4302938,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1289,2010-11-24,Burlesque,55000000,39440655,2010,11,Burlesque2010,Burlesque,SGem,0.7171028181818182,Donald De Line,Burlesque,"Drama,Music,Musical",tt1126591,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1293,2012-07-27,The Watch,55000000,34353000,2012,7,The Watch2012,The Watch,Fox,0.6246,Shawn Levy,The Watch,"Action,Comedy,Horror",tt1298649,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1298,2018-02-23,Annihilation,55000000,32732301,2018,2,Annihilation2018,,,0.5951327454545454,Scott Rudin,Annihilation,"Adventure,Drama,Horror",tt2798920,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1302,2015-10-16,Crimson Peak,55000000,31090320,2015,10,Crimson Peak2015,Crimson Peak,Uni.,0.5652785454545455,Callum Greene,Crimson Peak,"Drama,Fantasy,Horror",tt2554274,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1305,2012-04-27,The Pirates! Band of Misfits,55000000,31051126,2012,4,The Pirates! Band of Misfits2012,The Pirates! Band of Misfits,Sony,0.5645659272727273,Julie Lockhart,The Pirates! Band of Misfits,"Adventure,Animation,Comedy",tt1430626,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1314,2013-02-01,Bullet to the Head,55000000,9489829,2013,2,Bullet to the Head2013,Bullet to the Head,WB,0.17254234545454544,,,,,3,3.7058823529411766,31000000.0,65000000.0,1.2641635364804136
1331,2015-09-18,Black Mass,53000000,62575678,2015,9,Black Mass2015,Black Mass,WB,1.1806731698113206,John Lesher,Black Mass,"Biography,Crime,Drama",tt1355683,3,3.6470588235294117,31000000.0,65000000.0,1.2641635364804136
1338,2012-12-19,Zero Dark Thirty,52500000,95720716,2012,12,Zero Dark Thirty2012,Zero Dark Thirty,Sony,1.8232517333333333,Megan Ellison,Zero Dark Thirty,"Drama,Thriller",tt1790885,3,3.6323529411764706,31000000.0,65000000.0,1.2641635364804136
1342,2010-02-12,Valentine's Day,52000000,110485654,2010,2,Valentine's Day2010,Valentine's Day,WB (NL),2.1247241153846153,Wayne Allan Rice,Valentine's Day,"Comedy,Romance",tt0817230,3,3.6176470588235294,31000000.0,65000000.0,1.2641635364804136
1345,2011-08-05,The Change-Up,52000000,37243418,2011,8,The Change-Up2011,The Change-Up,Uni.,0.7162195769230769,Neal H. Moritz,The Change-Up,"Comedy,Fantasy",tt1488555,3,3.6176470588235294,31000000.0,65000000.0,1.2641635364804136
1348,2010-02-05,From Paris With Love,52000000,24077427,2010,2,From Paris With Love2010,,,0.4630274423076923,,,,,3,3.6176470588235294,31000000.0,65000000.0,1.2641635364804136
1352,2018-08-17,Alpha,51000000,35851379,2018,8,Alpha2018,Alpha,Studio 8,0.7029682156862745,Andrew Rona,Alpha,"Adventure,Drama,Family",tt4244998,3,3.588235294117647,31000000.0,65000000.0,1.2641635364804136
1354,2011-03-04,The Adjustment Bureau,50200000,62495645,2011,3,The Adjustment Bureau2011,The Adjustment Bureau,Uni.,1.2449331673306774,Bill Carraro,The Adjustment Bureau,"Romance,Sci-Fi,Thriller",tt1385826,3,3.564705882352941,31000000.0,65000000.0,1.2641635364804136
1359,2012-06-29,Ted,50000000,218665740,2012,6,Ted2012,Ted,Uni.,4.3733148,Jason Clark,Ted,"Comedy,Fantasy",tt1637725,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1362,2014-06-13,22 Jump Street,50000000,191719337,2014,6,22 Jump Street2014,22 Jump Street,Sony,3.83438674,,,,,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1365,2015-12-25,Daddy's Home,50000000,150357137,2015,12,Daddyâs Home2015,,,3.00714274,,,,,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1368,2016-06-17,Central Intelligence,50000000,127440871,2016,6,Central Intelligence2016,Central Intelligence,WB (NL),2.54881742,Scott Stuber,Central Intelligence,"Action,Comedy,Crime",tt1489889,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1371,2013-12-18,Anchorman 2: The Legend Continues,50000000,127352707,2013,12,Anchorman 2: The Legend Continues2013,Anchorman 2: The Legend Continues,Par.,2.54705414,Judd Apatow,Anchorman 2: The Legend Continues,Comedy,tt1229340,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1372,2011-06-10,Super 8,50000000,127004179,2011,6,Super 82011,Super 8,Par.,2.54008358,Bryan Burk,Super 8,"Mystery,Sci-Fi,Thriller",tt1650062,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1376,2018-11-21,Creed II,50000000,115715889,2018,11,Creed II2018,Creed II,MGM,2.31431778,William Chartoff,Creed II,"Drama,Sport",tt6343314,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1377,2018-02-09,Peter Rabbit,50000000,115234093,2018,2,Peter Rabbit2018,Peter Rabbit,Sony,2.30468186,Zareh Nalbandian,Peter Rabbit,"Adventure,Animation,Comedy",tt5117670,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1380,2018-12-14,The Mule,50000000,103804407,2018,12,The Mule2018,The Mule,WB,2.07608814,Kristina Rivera,The Mule,"Crime,Drama,Thriller",tt7959026,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1385,2014-02-28,Non-Stop,50000000,91742160,2014,2,Non-Stop2014,Non-Stop,Uni.,1.8348432,Andrew Rona,Non-Stop,"Action,Mystery,Thriller",tt2024469,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
1388,2013-08-09,Disney Planes,50000000,90282580,2013,8,Disney Planes2013,,,1.8056516,,,,,3,3.5588235294117645,31000000.0,65000000.0,1.2641635364804136
