,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,return,primary_name,primary_title,genres,movie_id,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
219,2011-05-26,Kung Fu Panda 2,150000000,165249063,2011,5,Kung Fu Panda 22011,Kung Fu Panda 2,P/DW,1.10166042,Melissa Cobb,Kung Fu Panda 2,"Action,Adventure,Animation",tt1302011,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
220,2015-05-15,Mad Max: Fury Road,150000000,153636354,2015,5,Mad Max: Fury Road2015,Mad Max: Fury Road,WB,1.02424236,Doug Mitchell,Mad Max: Fury Road,"Action,Adventure,Sci-Fi",tt1392190,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
224,2018-03-29,Ready Player One,150000000,137690172,2018,3,Ready Player One2018,Ready Player One,WB,0.91793448,Kristie Macosko Krieger,Ready Player One,"Action,Adventure,Sci-Fi",tt1677720,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
231,2010-07-01,The Last Airbender,150000000,131772187,2010,7,The Last Airbender2010,The Last Airbender,Par.,0.8784812466666667,Frank Marshall,The Last Airbender,"Action,Adventure,Family",tt0938283,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
236,2012-03-30,Wrath of the Titans,150000000,83670083,2012,3,Wrath of the Titans2012,Wrath of the Titans,WB,0.5578005533333333,Basil Iwanyk,Wrath of the Titans,"Action,Adventure,Fantasy",tt1646987,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
238,2012-05-11,Dark Shadows,150000000,79727149,2012,5,Dark Shadows2012,Dark Shadows,WB,0.5315143266666666,David Kennedy,Dark Shadows,"Comedy,Fantasy,Horror",tt1077368,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
240,2013-06-28,White House Down,150000000,73103784,2013,6,White House Down2013,White House Down,Sony,0.48735856,Harald Kloser,White House Down,"Action,Drama,Thriller",tt2334879,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
244,2010-02-12,The Wolfman,150000000,62189884,2010,2,The Wolfman2010,The Wolfman,Uni.,0.41459922666666665,Scott Stuber,The Wolfman,"Drama,Fantasy,Horror",tt0780653,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
246,2017-02-17,The Great Wall,150000000,45157105,2017,2,The Great Wall2017,The Great Wall,Uni.,0.30104736666666665,,,,,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
247,2015-10-09,Pan,150000000,35088320,2015,10,Pan2015,Pan,WB,0.23392213333333334,Paul Webster,Pan,"Adventure,Comedy,Family",tt3332064,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
250,2011-03-11,Mars Needs Moms,150000000,21392758,2011,3,Mars Needs Moms2011,Mars Needs Moms,BV,0.14261838666666668,Steve Starkey,Mars Needs Moms,"Adventure,Animation,Family",tt1305591,4,4.24376088218224,66000000.0,410600000.0,1.1712381905823133
254,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000,216391482,2012,6,Madagascar 3: Europe's Most Wanted2012,Madagascar 3: Europe's Most Wanted,P/DW,1.492355048275862,,,,,4,4.229251305861869,66000000.0,410600000.0,1.1712381905823133
255,2011-12-16,Mission: Impossible - Ghost Protocol,145000000,209397903,2011,12,Mission: ImpossibleâGhost Protocol2011,,,1.4441234689655171,,,,,4,4.229251305861869,66000000.0,410600000.0,1.1712381905823133
256,2014-06-13,How to Train Your Dragon 2,145000000,177002924,2014,6,How to Train Your Dragon 22014,How to Train Your Dragon 2,Fox,1.2207098206896552,Bonnie Arnold,How to Train Your Dragon 2,"Action,Adventure,Animation",tt1646971,4,4.229251305861869,66000000.0,410600000.0,1.1712381905823133
258,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,2014,3,Mr. Peabody & Sherman2014,Mr. Peabody & Sherman,Fox,0.7690098620689655,,,,,4,4.229251305861869,66000000.0,410600000.0,1.1712381905823133
259,2012-11-21,Rise of the Guardians,145000000,103412758,2012,11,Rise of the Guardians2012,Rise of the Guardians,P/DW,0.7131914344827586,Nancy Bernstein,Rise of the Guardians,"Action,Adventure,Animation",tt1446192,4,4.229251305861869,66000000.0,410600000.0,1.1712381905823133
262,2016-07-15,Ghostbusters,144000000,128350574,2016,7,Ghostbusters2016,,,0.8913234305555555,Amy Pascal,Ghostbusters,"Action,Comedy,Fantasy",tt1289401,4,4.226349390597795,66000000.0,410600000.0,1.1712381905823133
268,2011-07-22,Captain America: The First Avenger,140000000,176654505,2011,7,Captain America: The First Avenger2011,Captain America: The First Avenger,Par.,1.2618178928571429,Kevin Feige,Captain America: The First Avenger,"Action,Adventure,Sci-Fi",tt0458339,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
269,2016-01-29,Kung Fu Panda 3,140000000,143528619,2016,1,Kung Fu Panda 32016,Kung Fu Panda 3,Fox,1.0252044214285714,,,,,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
271,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,2013,3,G.I. Joe: Retaliation2013,G.I. Joe: Retaliation,Par.,0.8751647142857143,Lorenzo di Bonaventura,G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi",tt1583421,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
275,2014-12-12,Exodus: Gods and Kings,140000000,65014513,2014,12,Exodus: Gods and Kings2014,Exodus: Gods and Kings,Fox,0.4643893785714286,Peter Chernin,Exodus: Gods and Kings,"Action,Adventure,Drama",tt1528100,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
276,2016-07-01,The BFG,140000000,55483770,2016,7,The BFG2016,The BFG,BV,0.39631264285714285,Frank Marshall,The BFG,"Adventure,Family,Fantasy",tt3691740,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
278,2016-02-26,Gods of Egypt,140000000,31153464,2016,2,Gods of Egypt2016,Gods of Egypt,LG/S,0.22252474285714285,Basil Iwanyk,Gods of Egypt,"Action,Adventure,Fantasy",tt2404233,4,4.2147417295414975,66000000.0,410600000.0,1.1712381905823133
285,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,2012,11,"The Twilight Saga: Breaking Dawn, Part 22012",,,2.1462902863436124,,,,,4,4.203714451538015,66000000.0,410600000.0,1.1712381905823133
286,2013-03-22,The Croods,135000000,187168425,2013,3,The Croods2013,The Croods,Fox,1.3864327777777778,Kristine Belson,The Croods,"Action,Adventure,Animation",tt0481499,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
288,2015-12-25,The Revenant,135000000,183637894,2015,12,The Revenant2015,The Revenant,Fox,1.3602806962962963,Mary Parent,The Revenant,"Action,Adventure,Biography",tt1663202,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
292,2011-03-04,Rango,135000000,123477607,2011,3,Rango2011,Rango,Par.,0.9146489407407408,Graham King,Rango,"Adventure,Animation,Comedy",tt1192628,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
295,2013-07-17,Turbo,135000000,83028130,2013,7,Turbo2013,Turbo,Fox,0.6150231851851852,Lisa Stewart,Turbo,"Adventure,Animation,Comedy",tt1860353,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
296,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,2016,6,Teenage Mutant Ninja Turtles: Out of the Shadows2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,0.607789637037037,Michael Bay,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",tt3949660,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
297,2011-11-18,Happy Feet Two,135000000,64006466,2011,11,Happy Feet Two2011,Happy Feet Two,WB,0.47412197037037035,,,,,4,4.200232153221126,66000000.0,410600000.0,1.1712381905823133
299,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,2018,11,The Nutcracker and the Four Realms2018,The Nutcracker and the Four Realms,BV,0.41278292701279157,Larry Franco,The Nutcracker and the Four Realms,"Adventure,Family,Fantasy",tt5523010,4,4.19413813116657,66000000.0,410600000.0,1.1712381905823133
301,2014-11-26,Penguins of Madagascar,132000000,83350911,2014,11,Penguins of Madagascar2014,Penguins of Madagascar,Fox,0.6314462954545454,,,,,4,4.191526407428903,66000000.0,410600000.0,1.1712381905823133
302,2013-11-22,The Hunger Games: Catching Fire,130000000,424668047,2013,11,The Hunger Games: Catching Fire2013,The Hunger Games: Catching Fire,LGF,3.2666772846153846,Jon Kilik,The Hunger Games: Catching Fire,"Action,Adventure,Sci-Fi",tt1951264,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
306,2018-07-06,Ant-Man and the Wasp,130000000,216648740,2018,7,Ant-Man and the Wasp2018,Ant-Man and the Wasp,BV,1.6665287692307693,,,,,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
308,2015-07-17,Ant-Man,130000000,180202163,2015,7,Ant-Man2015,Ant-Man,BV,1.3861704846153846,,,,,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
309,2015-03-27,Home,130000000,177397510,2015,3,Home2015,,,1.3645962307692308,Christopher Jenkins,Home,"Adventure,Animation,Comedy",tt2224026,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
311,2018-12-19,Mary Poppins Returns,130000000,171958438,2018,12,Mary Poppins Returns2018,Mary Poppins Returns,BV,1.3227572153846154,Marc Platt,Mary Poppins Returns,"Comedy,Family,Fantasy",tt5028340,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
312,2011-10-28,Puss in Boots,130000000,149260504,2011,10,Puss in Boots2011,Puss in Boots,P/DW,1.148157723076923,,,,,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
313,2010-11-05,Megamind,130000000,148415853,2010,11,Megamind2010,Megamind,P/DW,1.1416604076923076,Lara Breay,Megamind,"Action,Animation,Comedy",tt1001526,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
316,2014-04-11,Rio 2,130000000,131538435,2014,4,Rio 22014,Rio 2,Fox,1.0118341153846153,,,,,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
317,2010-07-23,Salt,130000000,118311368,2010,7,Salt2010,Salt,Sony,0.9100874461538462,Lorenzo di Bonaventura,Salt,"Action,Mystery,Thriller",tt0944835,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
319,2014-03-28,Noah,130000000,101200044,2014,3,Noah2014,Noah,Par.,0.7784618769230769,Scott Franklin,Noah,"Action,Adventure,Drama",tt1959490,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
322,2011-12-21,The Adventures of Tintin,130000000,77591831,2011,12,The Adventures of Tintin2011,The Adventures of Tintin,Par.,0.5968602384615385,Peter Jackson,The Adventures of Tintin,"Action,Adventure,Animation",tt0983193,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
323,2013-05-31,After Earth,130000000,60522097,2013,5,After Earth2013,After Earth,Sony,0.4655545923076923,James Lassiter,After Earth,"Action,Adventure,Drama",tt1815862,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
327,2013-07-19,R.I.P.D.,130000000,33618855,2013,7,R.I.P.D.2013,R.I.P.D.,Uni.,0.2586065769230769,,,,,4,4.185722576900755,66000000.0,410600000.0,1.1712381905823133
330,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000,281287133,2011,11,"The Twilight Saga: Breaking Dawn, Part 12011",,,2.206173592156863,,,,,4,4.178467788740569,66000000.0,410600000.0,1.1712381905823133
332,2017-03-03,Logan,127000000,226277068,2017,3,Logan2017,,,1.7817091968503938,,,,,4,4.177016831108531,66000000.0,410600000.0,1.1712381905823133
333,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,2014,12,Night at the Museum: Secret of the Tomb2014,Night at the Museum: Secret of the Tomb,Fox,0.8956426850393701,,,,,4,4.177016831108531,66000000.0,410600000.0,1.1712381905823133
334,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000,381193157,2011,7,Harry Potter and the Deathly Hallows: Part II2011,,,3.049545256,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
335,2014-11-21,The Hunger Games: Mockingjay: Part 1,125000000,337135885,2014,11,The Hunger Games: Mockingjay - Part 12014,The Hunger Games: Mockingjay - Part 1,LGF,2.69708708,Jon Kilik,The Hunger Games: Mockingjay: Part 1,"Action,Adventure,Sci-Fi",tt1951265,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
338,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000,296131568,2010,11,Harry Potter and the Deathly Hallows: Part I2010,,,2.369052544,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
341,2011-04-29,Fast Five,125000000,210031325,2011,4,Fast Five2011,Fast Five,Uni.,1.6802506,Michael K. Ross,Fast Five,"Action,Crime,Thriller",tt1596343,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
344,2014-08-08,Teenage Mutant Ninja Turtles,125000000,191204754,2014,8,Teenage Mutant Ninja Turtles2014,,,1.529638032,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
345,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000,186848418,2011,12,Sherlock Holmes: A Game of Shadows2011,Sherlock Holmes: A Game of Shadows,WB,1.494787344,Dan Lin,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",tt1515091,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
348,2017-03-31,The Boss Baby,125000000,175003033,2017,3,The Boss Baby2017,The Boss Baby,Fox,1.400024264,Ramsey Ann Naito,The Boss Baby,"Adventure,Animation,Comedy",tt3874544,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
349,2010-04-01,Clash of the Titans,125000000,163214888,2010,4,Clash of the Titans2010,,,1.305719104,Kevin De La Noy,Clash of the Titans,"Action,Adventure,Fantasy",tt0800320,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
350,2016-11-04,Trolls,125000000,153707064,2016,11,Trolls2016,Trolls,Fox,1.229656512,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
352,2012-06-08,Prometheus,125000000,126477084,2012,6,Prometheus2012,Prometheus,Fox,1.011816672,David Giler,Prometheus,"Adventure,Mystery,Sci-Fi",tt1446714,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
353,2012-08-10,The Bourne Legacy,125000000,113203870,2012,8,The Bourne Legacy2012,The Bourne Legacy,Uni.,0.90563096,Ben Smith,The Bourne Legacy,"Action,Adventure,Thriller",tt1194173,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
357,2018-07-13,Skyscraper,125000000,68420120,2018,7,Skyscraper2018,Skyscraper,Uni.,0.54736096,Beau Flynn,Skyscraper,"Action,Adventure,Thriller",tt5758778,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
359,2012-08-03,Total Recall,125000000,58877969,2012,8,Total Recall2012,,,0.471023752,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
360,2016-12-21,Assassin's Creed,125000000,54647948,2016,12,Assassinâs Creed2016,,,0.437183584,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
361,2017-01-13,Monster Trucks,125000000,33370166,2017,1,Monster Trucks2017,Monster Trucks,Par.,0.266961328,,,,,4,4.171213000580383,66000000.0,410600000.0,1.1712381905823133
366,2016-07-29,Jason Bourne,120000000,162192920,2016,7,Jason Bourne2016,Jason Bourne,Uni.,1.3516076666666668,Ben Smith,Jason Bourne,"Action,Thriller",tt4196776,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
370,2012-11-21,Life of Pi,120000000,124987022,2012,11,Life of Pi2012,Life of Pi,Fox,1.0415585166666668,Gil Netter,Life of Pi,"Adventure,Drama,Fantasy",tt0454876,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
373,2018-04-13,Rampage,120000000,101028233,2018,4,Rampage2018,,,0.8419019416666667,Beau Flynn,Rampage,"Action,Adventure,Sci-Fi",tt2231461,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
375,2013-08-09,Elysium,120000000,93050117,2013,8,Elysium2013,Elysium,TriS,0.7754176416666667,Bill Block,Elysium,"Action,Drama,Sci-Fi",tt1535108,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
377,2013-04-19,Oblivion,120000000,89107235,2013,4,Oblivion2013,Oblivion,Uni.,0.7425602916666667,Duncan Henderson,Oblivion,"Action,Adventure,Sci-Fi",tt1483013,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
380,2017-03-24,Power Rangers,120000000,85364450,2017,3,Power Rangers2017,,,0.7113704166666667,,,,,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
382,2014-02-12,RoboCop,120000000,58607007,2014,2,RoboCop2014,,,0.488391725,Eric Newman,RoboCop,"Action,Crime,Sci-Fi",tt1234721,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
385,2015-08-07,Fantastic Four,120000000,56117548,2015,8,Fantastic Four2015,Fantastic Four,Fox,0.4676462333333333,Gregory Goodman,Fantastic Four,"Action,Adventure,Drama",tt1502712,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
388,2010-12-17,How Do You Know?,120000000,30212620,2010,12,How Do You Know?2010,,,0.2517718333333333,,,,,4,4.156703424260011,66000000.0,410600000.0,1.1712381905823133
389,2010-06-23,Knight and Day,117000000,76423035,2010,6,Knight and Day2010,,,0.6531883333333334,Todd Garner,Knight and Day,"Action,Adventure,Comedy",tt1013743,4,4.147997678467789,66000000.0,410600000.0,1.1712381905823133
392,2018-10-05,Venom,116000000,213511408,2018,10,Venom2018,,,1.8406155862068965,,,,,4,4.145095763203715,66000000.0,410600000.0,1.1712381905823133
397,2013-07-26,The Wolverine,115000000,132556852,2013,7,The Wolverine2013,The Wolverine,Fox,1.1526682782608695,Hutch Parker,The Wolverine,"Action,Adventure,Sci-Fi",tt1430132,4,4.14219384793964,66000000.0,410600000.0,1.1712381905823133
400,2016-04-22,The Huntsman: Winter's War,115000000,48003015,2016,4,The Huntsman: Winterâs War2016,,,0.41741752173913044,,,,,4,4.14219384793964,66000000.0,410600000.0,1.1712381905823133
403,2010-12-25,Gulliver's Travels,112000000,42779261,2010,12,Gulliver's Travels2010,Gulliver's Travels,Fox,0.3819576875,Gregory Goodman,Gulliver's Travels,"Adventure,Comedy,Family",tt1320261,4,4.1334881021474175,66000000.0,410600000.0,1.1712381905823133
405,2017-12-15,Ferdinand,111000000,84410380,2017,12,Ferdinand2017,Ferdinand,Fox,0.7604538738738739,,,,,4,4.130586186883343,66000000.0,410600000.0,1.1712381905823133
406,2018-05-18,Deadpool 2,110000000,324591735,2018,5,Deadpool 22018,Deadpool 2,Fox,2.9508339545454545,Simon Kinberg,Deadpool 2,"Action,Adventure,Comedy",tt5463162,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
407,2013-10-04,Gravity,110000000,274092705,2013,10,Gravity2013,Gravity,WB,2.4917518636363636,David Heyman,Gravity,"Drama,Sci-Fi,Thriller",tt1454468,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
410,2015-05-29,San Andreas,110000000,155190832,2015,5,San Andreas2015,San Andreas,WB (NL),1.4108257454545454,Beau Flynn,San Andreas,"Action,Adventure,Drama",tt2126355,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
411,2011-07-29,The Smurfs,110000000,142614158,2011,7,The Smurfs2011,The Smurfs,Sony,1.2964923454545454,,,,,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
413,2015-03-20,The Divergent Series: Insurgent,110000000,130179072,2015,3,The Divergent Series: Insurgent2015,The Divergent Series: Insurgent,LG/S,1.1834461090909092,,,,,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
417,2014-03-07,300: Rise of an Empire,110000000,106580051,2014,3,300: Rise of an Empire2014,,,0.9689095545454546,Bernie Goldmann,300: Rise of an Empire,"Action,Fantasy,War",tt1253863,4,4.127684271619269,66000000.0,410600000.0,1.1712381905823133
