,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
3016,2013-12-20,Dhoom 3,24000000,8031955,2013,12,Dhoom 32013,Dhoom 3,Yash,,,,,-15968045,0.3346647916666667,2,2.586206896551724,15500000.0,30000000.0,10323029.703812316
3026,2018-11-16,Green Book,23000000,85080171,2018,11,Green Book2018,Green Book,Uni.,Jim Burke,Green Book,"Biography,Comedy,Drama",tt6966692,62080171,3.6991378695652175,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3029,2015-01-16,The Wedding Ringer,23000000,64460211,2015,1,The Wedding Ringer2015,The Wedding Ringer,SGem,Adam Fields,The Wedding Ringer,Comedy,tt0884732,41460211,2.8026178695652173,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3033,2011-10-07,The Ides of March,23000000,40962534,2011,10,The Ides of March2011,The Ides of March,Sony,Brian Oliver,The Ides of March,"Drama,Thriller",tt1124035,17962534,1.7809797391304347,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3035,2018-10-05,The Hate U Give,23000000,29719483,2018,10,The Hate U Give2018,The Hate U Give,Fox,Robert Teitel,The Hate U Give,"Crime,Drama",tt5580266,6719483,1.2921514347826086,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3039,2014-01-10,Her,23000000,25568251,2014,1,Her2014,,,,,,,2568251,1.1116630869565218,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3041,2012-02-17,Kari gurashi no Arietti,23000000,19192510,2012,2,Kari gurashi no Arietti2012,,,,,,,-3807490,0.8344569565217391,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3042,2012-01-20,Haywire,23000000,18942396,2012,1,Haywire2012,Haywire,Rela.,,,,,-4057604,0.8235824347826087,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3045,2016-02-26,Eddie the Eagle,23000000,15789389,2016,2,Eddie the Eagle2016,Eddie the Eagle,Fox,,,,,-7210611,0.6864951739130435,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3056,2013-06-28,Redemption,23000000,36686,2013,6,Redemption2013,,,Guy Heeley,Redemption,"Action,Crime,Drama",tt1893256,-22963314,0.0015950434782608695,2,2.5172413793103448,15500000.0,30000000.0,10323029.703812316
3063,2016-11-18,Nocturnal Animals,22500000,10663357,2016,11,Nocturnal Animals2016,Nocturnal Animals,Focus,Robert Salerno,Nocturnal Animals,"Drama,Thriller",tt4550098,-11836643,0.47392697777777776,2,2.4827586206896552,15500000.0,30000000.0,10323029.703812316
3064,2015-04-24,The Water Diviner,22500000,4200117,2015,4,The Water Diviner2015,The Water Diviner,WB,,,,,-18299883,0.18667186666666666,2,2.4827586206896552,15500000.0,30000000.0,10323029.703812316
3071,2014-02-28,Son of God,22000000,59700064,2014,2,Son of God2014,Son of God,Fox,Roma Downey,Son of God,"Biography,Drama,History",tt3210686,37700064,2.713639272727273,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3074,2014-08-08,The Hundred-Foot Journey,22000000,54235441,2014,8,The Hundred-Foot Journey2014,The Hundred-Foot Journey,BV,Oprah Winfrey,The Hundred-Foot Journey,"Comedy,Drama",tt2980648,32235441,2.465247318181818,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3080,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000,49008662,2012,8,Diary of a Wimpy Kid: Dog Days2012,Diary of a Wimpy Kid: Dog Days,Fox,Brad Simpson,Diary of a Wimpy Kid: Dog Days,"Comedy,Family",tt2023453,27008662,2.2276664545454548,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3085,2013-11-22,Delivery Man,22000000,30659817,2013,11,Delivery Man2013,Delivery Man,BV,André Rouleau,Delivery Man,"Comedy,Drama",tt2387559,8659817,1.3936280454545455,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3086,2016-02-05,"Hail, Caesar!",22000000,30080225,2016,2,"Hail, Caesar!2016","Hail, Caesar!",Uni.,Tim Bevan,"Hail, Caesar!","Comedy,Drama,Music",tt0475290,8080225,1.3672829545454546,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3092,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,2017,5,Diary of a Wimpy Kid: The Long Haul2017,Diary of a Wimpy Kid: The Long Haul,Fox,Nina Jacobson,Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",tt6003368,-1261276,0.9426692727272727,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3095,2013-11-27,Homefront,22000000,20158492,2013,11,Homefront2013,Homefront,ORF,Kevin King Templeton,Homefront,"Action,Thriller",tt2312718,-1841508,0.9162950909090909,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3101,2015-09-04,The Transporter Refueled,22000000,16029670,2015,9,The Transporter Refueled2015,The Transporter Refueled,EC,Mark Gao,The Transporter Refueled,"Action,Adventure,Crime",tt2938956,-5970330,0.7286213636363637,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3104,2012-08-22,Hit & Run,22000000,13749300,2012,8,Hit & Run2012,,,,,,,-8250700,0.6249681818181818,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3107,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,2017,11,"Roman J. Israel, Esq.2017","Roman J. Israel, Esq.",Sony,Todd Black,"Roman J. Israel, Esq.","Crime,Drama,Thriller",tt6000478,-10037288,0.5437596363636363,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3109,2013-12-04,Out of the Furnace,22000000,11330849,2013,12,Out of the Furnace2013,Out of the Furnace,Rela.,Ryan Kavanaugh,Out of the Furnace,"Crime,Drama,Thriller",tt1206543,-10669151,0.5150385909090909,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3115,2017-12-08,Just Getting Started,22000000,6069605,2017,12,Just Getting Started2017,Just Getting Started,BG,Bill Gerber,Just Getting Started,"Action,Comedy",tt5721088,-15930395,0.2758911363636364,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3121,2014-10-31,Before I Go to Sleep,22000000,3242457,2014,10,Before I Go to Sleep2014,,,Matthew O'Toole,Before I Go to Sleep,"Drama,Horror,Mystery",tt1726592,-18757543,0.14738440909090908,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3125,2010-10-08,Stone,22000000,1810078,2010,10,Stone2010,Stone,Over.,David Mimran,Stone,"Drama,Thriller",tt1423995,-20189922,0.08227627272727273,2,2.4482758620689653,15500000.0,30000000.0,10323029.703812316
3134,2012-06-22,To Rome with Love,21500000,16684352,2012,6,To Rome with Love2012,To Rome with Love,SPC,Faruk Alatan,To Rome with Love,"Comedy,Music,Romance",tt1859650,-4815648,0.7760163720930232,2,2.413793103448276,15500000.0,30000000.0,10323029.703812316
3138,2012-11-16,Silver Linings Playbook,21000000,132092958,2012,11,Silver Linings Playbook2012,Silver Linings Playbook,Wein.,Bruce Cohen,Silver Linings Playbook,"Comedy,Drama,Romance",tt1045658,111092958,6.290140857142857,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3141,2018-04-06,Blockers,21000000,60311495,2018,4,Blockers2018,Blockers,Uni.,Jon Hurwitz,Blockers,Comedy,tt2531344,39311495,2.8719759523809523,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3147,2010-04-16,Death at a Funeral,21000000,42739347,2010,4,Death at a Funeral2010,,,Share Stallings,Death at a Funeral,Comedy,tt1321509,21739347,2.035207,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3153,2010-11-05,For Colored Girls,21000000,37729698,2010,11,For Colored Girls2010,For Colored Girls,LGF,Roger M. Bobb,For Colored Girls,Drama,tt1405500,16729698,1.7966522857142857,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3156,2017-08-04,Kidnap,21000000,30718107,2017,8,Kidnap2017,,,Erik Howsam,Kidnap,"Crime,Drama,Thriller",tt1458169,9718107,1.462767,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3162,2011-12-09,Tinker Tailor Soldier Spy,21000000,24149393,2011,12,Tinker Tailor Soldier Spy2011,,,Eric Fellner,Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller",tt1340800,3149393,1.1499710952380953,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3164,2017-09-22,Victoria and Abdul,21000000,22245070,2017,9,Victoria and Abdul2017,Victoria and Abdul,Focus,,,,,1245070,1.0592890476190475,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3170,2011-05-06,The Beaver,21000000,970816,2011,5,The Beaver2011,The Beaver,Sum.,Steve Golin,The Beaver,Drama,tt1321860,-20029184,0.04622933333333333,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3173,2017-02-24,Bitter Harvest,21000000,557241,2017,2,Bitter Harvest2017,,,Ian Ihnatowycz,Bitter Harvest,"Drama,Romance,War",tt3182620,-20442759,0.026535285714285713,2,2.3793103448275863,15500000.0,30000000.0,10323029.703812316
3189,2016-12-09,La La Land,20000000,151101803,2016,12,La La Land2016,La La Land,LG/S,Fred Berger,La La Land,"Comedy,Drama,Music",tt3783958,131101803,7.55509015,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3193,2013-07-19,The Conjuring,20000000,137400141,2013,7,The Conjuring2013,The Conjuring,WB (NL),Peter Safran,The Conjuring,"Horror,Mystery,Thriller",tt1457767,117400141,6.87000705,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3197,2017-11-17,Wonder,20000000,132422809,2017,11,Wonder2017,Wonder,LGF,Todd Lieberman,Wonder,"Drama,Family",tt2543472,112422809,6.62114045,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3201,2010-10-15,Jackass 3D,20000000,117229692,2010,10,Jackass 3D2010,,,,,,,97229692,5.8614846,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3202,2016-07-29,Bad Moms,20000000,113257297,2016,7,Bad Moms2016,Bad Moms,STX,Bill Block,Bad Moms,Comedy,tt4651520,93257297,5.66286485,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3209,2014-07-02,Tammy,20000000,84525432,2014,7,Tammy2014,Tammy,WB (NL),Will Ferrell,Tammy,"Comedy,Romance",tt2103254,64525432,4.2262716,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3212,2011-11-16,The Descendants,20000000,82624961,2011,11,The Descendants2011,The Descendants,FoxS,Jim Taylor,The Descendants,"Comedy,Drama",tt1033575,62624961,4.13124805,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3217,2016-10-21,Tyler Perry's Boo! A Madea Halloween,20000000,73206343,2016,10,Tyler Perryâs Boo! A Madea Halloween2016,,,,,,,53206343,3.66031715,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3222,2012-06-29,Tyler Perry's Madea's Witness Protection,20000000,65653242,2012,6,Tyler Perry's Madea's Witness Protection2012,Tyler Perry's Madea's Witness Protection,LGF,,,,,45653242,3.2826621,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3223,2010-03-31,The Last Song,20000000,62950384,2010,3,The Last Song2010,The Last Song,BV,Jennifer Gibgot,The Last Song,"Drama,Music,Romance",tt1294226,42950384,3.1475192,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3225,2010-04-02,Why Did I Get Married Too?,20000000,60095852,2010,4,Why Did I Get Married Too?2010,,,Reuben Cannon,Why Did I Get Married Too?,"Comedy,Drama,Romance",tt1391137,40095852,3.0047926,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3227,2013-10-18,12 Years a Slave,20000000,56671993,2013,10,12 Years a Slave2013,12 Years a Slave,FoxS,Jeremy Kleiner,12 Years a Slave,"Biography,Drama,History",tt2024544,36671993,2.83359965,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3231,2016-06-03,Me Before You,20000000,56245075,2016,6,Me Before You2016,Me Before You,WB (NL),Alison Owen,Me Before You,"Drama,Romance",tt2674426,36245075,2.81225375,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3234,2016-04-15,Barbershop: The Next Cut,20000000,54030051,2016,4,Barbershop: The Next Cut2016,Barbershop: The Next Cut,WB (NL),George Tillman Jr.,Barbershop: The Next Cut,"Comedy,Drama",tt3628584,34030051,2.70150255,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3237,2018-09-14,A Simple Favor,20000000,53548586,2018,9,A Simple Favor2018,A Simple Favor,LGF,Jessie Henderson,A Simple Favor,"Comedy,Crime,Drama",tt7040874,33548586,2.6774293,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3238,2015-01-09,Selma,20000000,52076908,2015,1,Selma2015,,,,,,,32076908,2.6038454,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3244,2017-10-20,Tyler Perry's Boo 2! A Madea Halloween,20000000,47319572,2017,10,Tyler Perryâs Boo 2! A Madea Halloween2017,,,,,,,27319572,2.3659786,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3247,2015-11-06,Spotlight,20000000,45055776,2015,11,Spotlight2015,Spotlight,ORF,Michael Sugar,Spotlight,"Crime,Drama",tt1895587,25055776,2.2527888,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3252,2018-03-30,Acrimony,20000000,43549096,2018,3,Acrimony2018,,,Ozzie Areu,Acrimony,"Drama,Romance,Thriller",tt6063050,23549096,2.1774548,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3255,2015-06-26,Max,20000000,42656255,2015,6,Max2015,,,Ken Blancato,Max,"Adventure,Drama,Family",tt3369806,22656255,2.13281275,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3259,2017-11-17,The Star,20000000,40847995,2017,11,The Star2017,The Star,Sony,Jennifer Magee-Cook,The Star,"Adventure,Animation,Comedy",tt4587656,20847995,2.04239975,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3263,2016-07-27,Nerve,20000000,38583626,2016,7,Nerve2016,Nerve,LGF,Allison Shearmur,Nerve,"Action,Adventure,Crime",tt3531824,18583626,1.9291813,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3269,2016-02-19,Risen,20000000,36880033,2016,2,Risen2016,Risen,Sony,Patrick Aiello,Risen,"Action,Adventure,Drama",tt3231054,16880033,1.84400165,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3272,2010-08-18,Vampires Suck,20000000,36661504,2010,8,Vampires Suck2010,Vampires Suck,Fox,Peter Safran,Vampires Suck,Comedy,tt1666186,16661504,1.8330752,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3274,2010-09-01,The American,20000000,35606376,2010,9,The American2010,The American,Focus,Grant Heslov,The American,"Crime,Drama,Thriller",tt1440728,15606376,1.7803188,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3278,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000,35061031,2011,11,A Very Harold & Kumar 3D Christmas2011,A Very Harold & Kumar 3D Christmas,WB,Greg Shapiro,A Very Harold & Kumar 3D Christmas,"Adventure,Comedy",tt1268799,15061031,1.75305155,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3280,2013-01-04,Texas Chainsaw 3D,20000000,34341945,2013,1,Texas Chainsaw 3D2013,Texas Chainsaw 3D,LGF,,,,,14341945,1.71709725,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3282,2014-09-19,This is Where I Leave You,20000000,34296320,2014,9,This is Where I Leave You2014,This is Where I Leave You,WB,,,,,14296320,1.714816,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3286,2013-04-12,Scary Movie V,20000000,32015787,2013,4,Scary Movie V2013,,,,,,,12015787,1.60078935,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3287,2010-03-12,She's Out of My League,20000000,32010860,2010,3,She's Out of My League2010,She's Out of My League,Par.,David B. Householter,She's Out of My League,"Comedy,Romance",tt0815236,12010860,1.600543,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3291,2011-08-31,The Debt,20000000,31177548,2011,8,The Debt2011,The Debt,Focus,,,,,11177548,1.5588774,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3293,2010-01-08,Daybreakers,20000000,30101577,2010,1,Daybreakers2010,Daybreakers,LGF,,,,,10101577,1.50507885,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3302,2013-08-23,The World's End,20000000,26004851,2013,8,The World's End2013,The World's End,Focus,Tim Bevan,The World's End,"Action,Comedy,Sci-Fi",tt1213663,6004851,1.30024255,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3306,2010-09-24,You Again,20000000,25702053,2010,9,You Again2010,You Again,BV,John J. Strauss,You Again,"Comedy,Family,Romance",tt1414382,5702053,1.28510265,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3309,2010-09-17,Alpha and Omega 3D,20000000,25107267,2010,9,Alpha and Omega 3D2010,,,,,,,5107267,1.25536335,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3310,2018-12-25,On the Basis of Sex,20000000,24622687,2018,12,On the Basis of Sex2018,On the Basis of Sex,Focus,Robert W. Cort,On the Basis of Sex,"Biography,Drama",tt4669788,4622687,1.23113435,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3312,2014-02-14,Endless Love,20000000,23438250,2014,2,Endless Love2014,,,Josh Schwartz,Endless Love,"Drama,Romance",tt2318092,3438250,1.1719125,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3316,2011-07-01,Monte Carlo,20000000,23186769,2011,7,Monte Carlo2011,Monte Carlo,Fox,Denise Di Novi,Monte Carlo,"Adventure,Comedy,Family",tt1067774,3186769,1.15933845,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3319,2017-06-16,Rough Night,20000000,22105643,2017,6,Rough Night2017,Rough Night,Sony,Dave Becky,Rough Night,"Comedy,Crime,Thriller",tt4799050,2105643,1.10528215,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3327,2015-11-20,Secret in Their Eyes,20000000,20180155,2015,11,Secret in Their Eyes2015,,,Matt Jackson,Secret in Their Eyes,"Crime,Drama,Mystery",tt1741273,180155,1.00900775,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3339,2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,2012,10,Silent Hill: Revelation 3D2012,Silent Hill: Revelation 3D,ORF,,,,,-2469781,0.87651095,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3341,2017-03-31,The Zookeeper's Wife,20000000,17445186,2017,3,The Zookeeperâs Wife2017,,,,,,,-2554814,0.8722593,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3345,2017-09-29,Flatliners,20000000,16883115,2017,9,Flatliners2017,,,Peter Safran,Flatliners,"Drama,Horror,Mystery",tt2039338,-3116885,0.84415575,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3358,2012-04-13,Lockout,20000000,14326865,2012,4,Lockout2012,Lockout,FD,Marc Libert,Lockout,"Action,Sci-Fi,Thriller",tt1592525,-5673135,0.71634325,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3360,2011-09-30,What's Your Number?,20000000,14011084,2011,9,What's Your Number?2011,What's Your Number?,Fox,Tripp Vinson,What's Your Number?,"Comedy,Romance",tt0770703,-5988916,0.7005542,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3364,2015-10-30,Burnt,20000000,13651946,2015,10,Burnt2015,Burnt,Wein.,Stacey Sher,Burnt,"Comedy,Drama",tt2503944,-6348054,0.6825973,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3371,2016-02-26,Triple 9,20000000,12639297,2016,2,Triple 92016,Triple 9,ORF,Keith Redmon,Triple 9,"Crime,Thriller",tt1712261,-7360703,0.63196485,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3375,2016-09-02,The Light Between Oceans,20000000,12545979,2016,9,The Light Between Oceans2016,The Light Between Oceans,BV,Jeffrey Clifford,The Light Between Oceans,"Drama,Romance",tt2547584,-7454021,0.62729895,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3380,2010-10-01,Let Me In,20000000,12134935,2010,10,Let Me In2010,Let Me In,Over.,Donna Gigliotti,Let Me In,"Drama,Fantasy,Horror",tt1228987,-7865065,0.60674675,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3392,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,2016,6,Popstar: Never Stop Never Stopping2016,,,Judd Apatow,Popstar: Never Stop Never Stopping,"Comedy,Music",tt3960412,-10503870,0.4748065,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3394,2017-10-27,Thank You for Your Service,20000000,9479390,2017,10,Thank You for Your Service2017,,,Jon Kilik,Thank You for Your Service,"Biography,Drama,War",tt2776878,-10520610,0.4739695,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3397,2013-09-20,Battle of the Year,20000000,8888355,2013,9,Battle of the Year2013,Battle of the Year,SGem,Tripp Vinson,Battle of the Year,"Drama,Music",tt1532958,-11111645,0.44441775,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3400,2016-04-29,Ratchet and Clank,20000000,8813410,2016,4,Ratchet and Clank2016,,,,,,,-11186590,0.4406705,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3404,2014-12-12,Inherent Vice,20000000,8110975,2014,12,Inherent Vice2014,Inherent Vice,WB,Daniel Lupi,Inherent Vice,"Comedy,Crime,Drama",tt1791528,-11889025,0.40554875,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3407,2013-10-11,Machete Kills,20000000,8008161,2013,10,Machete Kills2013,Machete Kills,ORF,Iliana Nikolic,Machete Kills,"Action,Crime,Sci-Fi",tt2002718,-11991839,0.40040805,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3416,2015-04-24,Little Boy,20000000,6485961,2015,4,Little Boy2015,Little Boy,ORF,Leo Severino,Little Boy,"Drama,History,War",tt1810683,-13514039,0.32429805,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3419,2012-10-26,Chasing Mavericks,20000000,6002756,2012,10,Chasing Mavericks2012,Chasing Mavericks,Fox,Mark Johnson,Chasing Mavericks,"Biography,Drama,Sport",tt1629757,-13997244,0.3001378,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3420,2014-12-31,A Most Violent Year,20000000,5749134,2014,12,A Most Violent Year2014,A Most Violent Year,A24,Neal Dodson,A Most Violent Year,"Crime,Drama,Thriller",tt2937898,-14250866,0.2874567,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3422,2011-11-23,A Dangerous Method,20000000,5702083,2011,11,A Dangerous Method2011,A Dangerous Method,SPC,Jeremy Thomas,A Dangerous Method,"Biography,Drama,Romance",tt1571222,-14297917,0.28510415,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3427,2016-08-26,Hands of Stone,20000000,4712792,2016,8,Hands of Stone2016,Hands of Stone,Wein.,Carlos Garcia de Paredes,Hands of Stone,"Action,Biography,Drama",tt1781827,-15287208,0.2356396,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3433,2012-09-07,The Cold Light of Day,20000000,3763583,2012,9,The Cold Light of Day2012,The Cold Light of Day,LG/S,Marc D. Evans,The Cold Light of Day,"Action,Thriller",tt1366365,-16236417,0.18817915,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3437,2018-10-26,Suspiria,20000000,2483472,2018,10,Suspiria2018,Suspiria,Amazon,Francesco Melzi d'Eril,Suspiria,"Fantasy,Horror,Mystery",tt1034415,-17516528,0.1241736,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3439,2017-11-03,LBJ,20000000,2468683,2017,11,LBJ2017,,,,,,,-17531317,0.12343415,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3442,2015-11-13,My All-American,20000000,2246000,2015,11,My All-American2015,,,Paul Schiff,My All-American,"Biography,Drama,Sport",tt3719896,-17754000,0.1123,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3447,2011-04-29,Dylan Dog: Dead of Night,20000000,1186538,2011,4,Dylan Dog: Dead of Night2011,Dylan Dog: Dead of Night,OMNI/FSR,,,,,-18813462,0.0593269,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3448,2012-08-29,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,2012,8,The Oogieloves in the BIG Balloon Adventure2012,,,,,,,-18934093,0.05329535,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3451,2010-08-06,Middle Men,20000000,754301,2010,8,Middle Men2010,,,,,,,-19245699,0.03771505,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3452,2017-04-28,Jà¬yà¬ dà shī,20000000,587470,2017,4,JÃ¬yÃ¬ dÃ shÄ«2017,,,,,,,-19412530,0.0293735,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3453,2010-12-03,All Good Things,20000000,582024,2010,12,All Good Things2010,All Good Things,Magn.,Michael London,All Good Things,"Crime,Drama,Mystery",tt1175709,-19417976,0.0291012,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3455,2015-11-13,By the Sea,20000000,538460,2015,11,By the Sea2015,By the Sea,Uni.,,,,,-19461540,0.026923,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3459,2010-12-10,The Tempest,20000000,277943,2010,12,The Tempest2010,The Tempest,Mira.,Julia Taylor-Stanley,The Tempest,"Comedy,Drama,Fantasy",tt1274300,-19722057,0.01389715,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3468,2015-10-30,Regression,20000000,55039,2015,10,Regression2015,,,Fernando Bovaira,Regression,"Crime,Horror,Mystery",tt3319920,-19944961,0.00275195,2,2.310344827586207,15500000.0,30000000.0,10323029.703812316
3471,2017-12-01,The Shape of Water,19500000,63859435,2017,12,The Shape of Water2017,The Shape of Water,FoxS,J. Miles Dale,The Shape of Water,"Adventure,Drama,Fantasy",tt5580390,44359435,3.2748428205128204,2,2.2758620689655173,15500000.0,30000000.0,10323029.703812316
3472,2012-11-23,De rouille et d'os,19500000,2061449,2012,11,De rouille et dâos2012,,,,,,,-17438551,0.10571533333333333,2,2.2758620689655173,15500000.0,30000000.0,10323029.703812316
3474,2011-07-29,The Devil's Double,19100000,1361512,2011,7,The Devil's Double2011,The Devil's Double,LGF,Michael John Fedun,The Devil's Double,"Biography,Drama,Thriller",tt1270262,-17738488,0.07128335078534032,2,2.2482758620689656,15500000.0,30000000.0,10323029.703812316
3479,2011-06-24,Bad Teacher,19000000,100292856,2011,6,Bad Teacher2011,Bad Teacher,Sony,David B. Householter,Bad Teacher,"Comedy,Romance",tt1284575,81292856,5.278571368421052,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3481,2016-08-12,Sausage Party,19000000,97670358,2016,8,Sausage Party2016,Sausage Party,Sony,Megan Ellison,Sausage Party,"Adventure,Animation,Comedy",tt1700841,78670358,5.140545157894737,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3489,2010-02-26,The Crazies,19000000,39123589,2010,2,The Crazies2010,The Crazies,Over.,Rob Cowan,The Crazies,"Horror,Thriller",tt0455407,20123589,2.0591362631578947,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3492,2018-11-02,Nobody's Fool,19000000,31713110,2018,11,Nobodyâs Fool2018,,,,,,,12713110,1.6691110526315789,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
3493,2010-08-20,The Switch,19000000,27758465,2010,8,The Switch2010,The Switch,Mira.,Ron Yerxa,The Switch,"Comedy,Drama,Romance",tt0889573,8758465,1.460971842105263,2,2.2413793103448274,15500000.0,30000000.0,10323029.703812316
