,,release_date,movie,production_budget,domestic_gross,year,month,title_year,title,studio,primary_name,primary_title,genres,movie_id,return,percent_return,bucket,scaled_value,bucket_low,bucket_high,bucket_mean
HighProducer,5290,2017-10-13,Happy Death Day,5000000,55683845,2017,10,Happy Death Day2017,Happy Death Day,Uni.,Jason Blum,Happy Death Day,"Horror,Mystery,Thriller",tt5308322,50683845,11.136769,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5291,2012-10-19,Paranormal Activity 4,5000000,53900335,2012,10,Paranormal Activity 42012,Paranormal Activity 4,Par.,Jason Blum,Paranormal Activity 4,"Horror,Mystery,Thriller",tt2109184,48900335,10.780067,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5298,2015-08-07,The Gift,5000000,43787265,2015,8,The Gift2015,,,Jason Blum,The Gift,"Drama,Mystery,Thriller",tt4178092,38787265,8.757453,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5300,2017-06-23,The Big Sick,5000000,42872467,2017,6,The Big Sick2017,The Big Sick,LGF,Judd Apatow,The Big Sick,"Comedy,Drama,Romance",tt5462602,37872467,8.5744934,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5307,2014-01-03,Paranormal Activity: The Marked Ones,5000000,32462372,2014,1,Paranormal Activity: The Marked Ones2014,Paranormal Activity: The Marked Ones,Par.,Jason Blum,Paranormal Activity: The Marked Ones,"Horror,Mystery,Thriller",tt2473682,27462372,6.4924744,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5398,2016-12-02,Incarnate,5000000,4799774,2016,12,Incarnate2016,Incarnate,BH Tilt,Jason Blum,Incarnate,"Horror,Thriller",tt3216348,-200226,0.9599548,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5416,2014-10-10,Kill the Messenger,5000000,2450846,2014,10,Kill the Messenger2014,Kill the Messenger,Focus,Scott Stuber,Kill the Messenger,"Biography,Crime,Drama",tt1216491,-2549154,0.4901692,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5462,2015-05-15,Area 51,5000000,7556,2015,5,Area 512015,,,Jason Blum,Area 51,"Horror,Sci-Fi,Thriller",tt1519461,-4992444,0.0015112,0,1.0,9000.0,5000000.0,5617186.473118279
HighProducer,5660,2018-04-13,Truth or Dare,3500000,41411015,2018,4,Truth or Dare2018,Truth or Dare,Uni.,Jason Blum,Truth or Dare,"Horror,Thriller",tt6772950,37911015,11.83171857142857,0,0.699459026247245,9000.0,5000000.0,5617186.473118279
HighProducer,5670,2013-02-22,Dark Skies,3500000,17418667,2013,2,Dark Skies2013,Dark Skies,W/Dim.,Jason Blum,Dark Skies,"Horror,Sci-Fi,Thriller",tt2387433,13918667,4.976762,0,0.699459026247245,9000.0,5000000.0,5617186.473118279
HighProducer,5718,2014-10-10,Whiplash,3300000,13092006,2014,10,Whiplash2014,Whiplash,SPC,Jason Blum,Whiplash,"Drama,Music",tt2582802,9792006,3.9672745454545453,0,0.6593868964135444,9000.0,5000000.0,5617186.473118279
HighProducer,5745,2010-10-20,Paranormal Activity 2,3000000,84752907,2010,10,Paranormal Activity 22010,Paranormal Activity 2,Par.,Jason Blum,Paranormal Activity 2,Horror,tt1536044,81752907,28.250969,0,0.5992787016629934,9000.0,5000000.0,5617186.473118279
HighProducer,5753,2012-10-12,Sinister,3000000,48086903,2012,10,Sinister2012,Sinister,LG/S,Jason Blum,Sinister,"Horror,Mystery,Thriller",tt1922777,45086903,16.028967666666667,0,0.5992787016629934,9000.0,5000000.0,5617186.473118279
HighProducer,5774,2018-06-01,Upgrade,3000000,11977130,2018,6,Upgrade2018,Upgrade,BH Tilt,Jason Blum,Upgrade,"Action,Sci-Fi,Thriller",tt6499752,8977130,3.9923766666666665,0,0.5992787016629934,9000.0,5000000.0,5617186.473118279
HighProducer,6010,2015-08-28,We Are Your Friends,2000000,3591417,2015,8,We Are Your Friends2015,We Are Your Friends,WB,Eric Fellner,We Are Your Friends,"Drama,Music,Romance",tt3787590,1591417,1.7957085,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
HighProducer,6079,2013-09-13,Plush,2000000,3080,2013,9,Plush2013,,,Jason Blum,Plush,"Drama,Music,Thriller",tt2226519,-1996920,0.00154,0,0.3989180524944901,9000.0,5000000.0,5617186.473118279
LowProducer,3,2015-05-01,Avengers: Age of Ultron,330600000,459005868,2015,5,Avengers: Age of Ultron2015,Avengers: Age of Ultron,BV,Kevin Feige,Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",tt2395427,128405868,1.388402504537205,4,4.767846778874057,66000000.0,410600000.0,22911648.3942029
LowProducer,10,2012-07-20,The Dark Knight Rises,275000000,448139099,2012,7,The Dark Knight Rises2012,The Dark Knight Rises,WB,Emma Thomas,The Dark Knight Rises,"Action,Thriller",tt1345836,173139099,1.6295967236363635,4,4.606500290191526,66000000.0,410600000.0,22911648.3942029
LowProducer,12,2018-05-25,Solo: A Star Wars Story,275000000,213767512,2018,5,Solo: A Star Wars Story2018,Solo: A Star Wars Story,BV,Kathleen Kennedy,Solo: A Star Wars Story,"Action,Adventure,Fantasy",tt3778644,-61232488,0.7773364072727272,4,4.606500290191526,66000000.0,410600000.0,22911648.3942029
LowProducer,14,2013-07-02,The Lone Ranger,275000000,89302115,2013,7,The Lone Ranger2013,The Lone Ranger,BV,Jerry Bruckheimer,The Lone Ranger,"Action,Adventure,Western",tt1210819,-185697885,0.3247349636363636,4,4.606500290191526,66000000.0,410600000.0,22911648.3942029
LowProducer,15,2012-03-09,John Carter,275000000,73058679,2012,3,John Carter2012,John Carter,BV,Jim Morris,John Carter,"Action,Adventure,Sci-Fi",tt0401729,-201941321,0.26566792363636366,4,4.606500290191526,66000000.0,410600000.0,22911648.3942029
LowProducer,17,2010-11-24,Tangled,260000000,200821936,2010,11,Tangled2010,Tangled,BV,Roy Conli,Tangled,"Adventure,Animation,Comedy",tt0398286,-59178064,0.7723920615384615,4,4.5629715612304125,66000000.0,410600000.0,22911648.3942029
LowProducer,21,2012-12-14,The Hobbit: An Unexpected Journey,250000000,303003568,2012,12,The Hobbit: An Unexpected Journey2012,The Hobbit: An Unexpected Journey,WB (NL),Carolynne Cunningham,The Hobbit: An Unexpected Journey,"Adventure,Family,Fantasy",tt0903624,53003568,1.212014272,4,4.533952408589669,66000000.0,410600000.0,22911648.3942029
LowProducer,23,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,258366855,2013,12,The Hobbit: The Desolation of Smaug2013,The Hobbit: The Desolation of Smaug,WB (NL),Carolynne Cunningham,The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",tt1170358,8366855,1.03346742,4,4.533952408589669,66000000.0,410600000.0,22911648.3942029
LowProducer,24,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,255119788,2014,12,The Hobbit: The Battle of the Five Armies2014,The Hobbit: The Battle of the Five Armies,WB (NL),Carolynne Cunningham,The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",tt2310332,5119788,1.020479152,4,4.533952408589669,66000000.0,410600000.0,22911648.3942029
LowProducer,25,2017-04-14,The Fate of the Furious,250000000,225764765,2017,4,The Fate of the Furious2017,The Fate of the Furious,Uni.,Michael Fottrell,The Fate of the Furious,"Action,Crime,Thriller",tt4630562,-24235235,0.90305906,4,4.533952408589669,66000000.0,410600000.0,22911648.3942029
LowProducer,30,2012-05-04,The Avengers,225000000,623279547,2012,5,The Avengers2012,,,Kevin Feige,The Avengers,"Action,Adventure,Sci-Fi",tt0848228,398279547,2.77013132,4,4.4614045269878115,66000000.0,410600000.0,22911648.3942029
LowProducer,32,2013-06-14,Man of Steel,225000000,291045518,2013,6,Man of Steel2013,Man of Steel,WB,Charles Roven,Man of Steel,"Action,Adventure,Sci-Fi",tt0770828,66045518,1.2935356355555556,4,4.4614045269878115,66000000.0,410600000.0,22911648.3942029
LowProducer,35,2012-05-18,Battleship,220000000,65233400,2012,5,Battleship2012,Battleship,Uni.,Duncan Henderson,Battleship,"Action,Adventure,Sci-Fi",tt1440129,-154766600,0.2965154545454545,4,4.44689495066744,66000000.0,410600000.0,22911648.3942029
LowProducer,38,2017-06-21,Transformers: The Last Knight,217000000,130168683,2017,6,Transformers: The Last Knight2017,Transformers: The Last Knight,Par.,Ian Bryce,Transformers: The Last Knight,"Action,Adventure,Sci-Fi",tt3371366,-86831317,0.5998556820276497,4,4.438189204875218,66000000.0,410600000.0,22911648.3942029
LowProducer,39,2015-06-12,Jurassic World,215000000,652270625,2015,6,Jurassic World2015,Jurassic World,Uni.,Patrick Crowley,Jurassic World,"Action,Adventure,Sci-Fi",tt0369610,437270625,3.0338168604651163,4,4.432385374347069,66000000.0,410600000.0,22911648.3942029
LowProducer,40,2012-05-25,Men in Black 3,215000000,179020854,2012,5,Men in Black 32012,,,Laurie MacDonald,Men in Black 3,"Action,Adventure,Comedy",tt1409024,-35979146,0.8326551348837209,4,4.432385374347069,66000000.0,410600000.0,22911648.3942029
LowProducer,43,2014-06-27,Transformers: Age of Extinction,210000000,245439076,2014,6,Transformers: Age of Extinction2014,Transformers: Age of Extinction,Par.,Don Murphy,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",tt2109248,35439076,1.1687575047619048,4,4.417875798026698,66000000.0,410600000.0,22911648.3942029
LowProducer,51,2018-02-16,Black Panther,200000000,700059566,2018,2,Black Panther2018,Black Panther,BV,Kevin Feige,Black Panther,"Action,Adventure,Sci-Fi",tt1825683,500059566,3.50029783,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,53,2018-06-15,Incredibles 2,200000000,608581744,2018,6,Incredibles 22018,Incredibles 2,BV,Nicole Paradis Grindle,Incredibles 2,"Action,Adventure,Animation",tt3606756,408581744,3.04290872,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,56,2016-06-17,Finding Dory,200000000,486295561,2016,6,Finding Dory2016,Finding Dory,BV,Lindsey Collins,Finding Dory,"Adventure,Animation,Comedy",tt2277860,286295561,2.431477805,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,57,2010-06-18,Toy Story 3,200000000,415004880,2010,6,Toy Story 32010,Toy Story 3,BV,Darla K. Anderson,Toy Story 3,"Adventure,Animation,Comedy",tt0435761,215004880,2.0750244,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,61,2010-03-05,Alice in Wonderland,200000000,334191110,2010,3,Alice in Wonderland2010,,,Lauren Chapman,Alice in Wonderland,"Fantasy,Musical",tt2049386,134191110,1.67095555,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,65,2012-11-08,Skyfall,200000000,304360277,2012,11,Skyfall2012,Skyfall,Sony,Barbara Broccoli,Skyfall,"Action,Adventure,Thriller",tt1074638,104360277,1.521801385,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,66,2013-06-21,Monsters University,200000000,268488329,2013,6,Monsters University2013,Monsters University,BV,Kori Rae,Monsters University,"Adventure,Animation,Comedy",tt1453405,68488329,1.342441645,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,67,2013-03-08,Oz the Great and Powerful,200000000,234770996,2013,3,Oz the Great and Powerful2013,,,Joe Roth,Oz the Great and Powerful,"Adventure,Family,Fantasy",tt1623205,34770996,1.17385498,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,70,2011-06-24,Cars 2,200000000,191450875,2011,6,Cars 22011,Cars 2,BV,Denise Ream,Cars 2,"Adventure,Animation,Comedy",tt1216475,-8549125,0.957254375,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,73,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,2018,11,Fantastic Beasts: The Crimes of Grindelwald2018,Fantastic Beasts: The Crimes of Grindelwald,WB,David Heyman,Fantastic Beasts: The Crimes of Grindelwald,"Adventure,Family,Fantasy",tt4123430,-40444099,0.797779505,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,77,2011-06-17,Green Lantern,200000000,116601172,2011,6,Green Lantern2011,Green Lantern,WB,Donald De Line,Green Lantern,"Action,Adventure,Sci-Fi",tt1133985,-83398828,0.58300586,4,4.388856645385955,66000000.0,410600000.0,22911648.3942029
LowProducer,79,2011-06-29,Transformers: Dark of the Moon,195000000,352390543,2011,6,Transformers: Dark of the Moon2011,Transformers: Dark of the Moon,P/DW,Don Murphy,Transformers: Dark of the Moon,"Action,Adventure,Sci-Fi",tt1399103,157390543,1.8071309897435897,4,4.374347069065584,66000000.0,410600000.0,22911648.3942029
LowProducer,84,2013-03-01,Jack the Giant Slayer,195000000,65187603,2013,3,Jack the Giant Slayer2013,Jack the Giant Slayer,WB (NL),Ori Marmur,Jack the Giant Slayer,"Adventure,Fantasy",tt1351685,-129812397,0.3342954,4,4.374347069065584,66000000.0,410600000.0,22911648.3942029
LowProducer,85,2015-04-03,Furious 7,190000000,353007020,2015,4,Furious 72015,Furious 7,Uni.,Michael Fottrell,Furious 7,"Action,Crime,Thriller",tt2820852,163007020,1.8579316842105262,4,4.3598374927452115,66000000.0,410600000.0,22911648.3942029
LowProducer,87,2013-05-16,Star Trek Into Darkness,190000000,228778661,2013,5,Star Trek Into Darkness2013,Star Trek Into Darkness,Par.,Bryan Burk,Star Trek Into Darkness,"Action,Adventure,Sci-Fi",tt1408101,38778661,1.2040982157894737,4,4.3598374927452115,66000000.0,410600000.0,22911648.3942029
LowProducer,89,2013-05-10,The Great Gatsby,190000000,144840419,2013,5,The Great Gatsby2013,,,Catherine Martin,The Great Gatsby,"Drama,Romance",tt1343092,-45159581,0.7623179947368421,4,4.3598374927452115,66000000.0,410600000.0,22911648.3942029
LowProducer,93,2013-07-12,Pacific Rim,190000000,101802906,2013,7,Pacific Rim2013,Pacific Rim,WB,Jon Jashni,Pacific Rim,"Action,Adventure,Sci-Fi",tt1663662,-88197094,0.5358047684210526,4,4.3598374927452115,66000000.0,410600000.0,22911648.3942029
LowProducer,100,2012-06-22,Brave,185000000,237282182,2012,6,Brave2012,Brave,BV,Katherine Sarafian,Brave,"Adventure,Animation,Comedy",tt1217209,52282182,1.2826063891891892,4,4.34532791642484,66000000.0,410600000.0,22911648.3942029
LowProducer,103,2017-10-06,Blade Runner 2049,185000000,92054159,2017,10,Blade Runner 20492017,Blade Runner 2049,WB,Andrew A. Kosove,Blade Runner 2049,"Drama,Mystery,Sci-Fi",tt1856101,-92945841,0.49759004864864864,4,4.34532791642484,66000000.0,410600000.0,22911648.3942029
LowProducer,110,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,2016,11,Fantastic Beasts and Where to Find Them2016,,,David Heyman,Fantastic Beasts and Where to Find Them,"Adventure,Family,Fantasy",tt3183660,54037575,1.30020875,4,4.330818340104469,66000000.0,410600000.0,22911648.3942029
LowProducer,115,2016-07-01,The Legend of Tarzan,180000000,126643061,2016,7,The Legend of Tarzan2016,The Legend of Tarzan,WB,Tony Ludwig,The Legend of Tarzan,"Action,Adventure,Drama",tt0918940,-53356939,0.7035725611111111,4,4.330818340104469,66000000.0,410600000.0,22911648.3942029
LowProducer,117,2011-11-23,Hugo,180000000,73864507,2011,11,Hugo2011,Hugo,Par.,Graham King,Hugo,"Adventure,Drama,Family",tt0970179,-106135493,0.4103583722222222,4,4.330818340104469,66000000.0,410600000.0,22911648.3942029
LowProducer,120,2017-07-21,Valerian and the City of a Thousand Planets,180000000,40479370,2017,7,Valerian and the City of a Thousand Planets2017,Valerian and the City of a Thousand Planets,STX,Virginie Besson-Silla,Valerian and the City of a Thousand Planets,"Action,Adventure,Fantasy",tt2239822,-139520630,0.2248853888888889,4,4.330818340104469,66000000.0,410600000.0,22911648.3942029
LowProducer,121,2015-02-06,Jupiter Ascending,179000000,47482519,2015,2,Jupiter Ascending2015,Jupiter Ascending,WB,Grant Hill,Jupiter Ascending,"Action,Adventure,Sci-Fi",tt1617661,-131517481,0.265265469273743,4,4.327916424840395,66000000.0,410600000.0,22911648.3942029
LowProducer,124,2018-08-10,The Meg,178000000,145443742,2018,8,The Meg2018,The Meg,WB,Belle Avery,The Meg,"Action,Horror,Sci-Fi",tt4779682,-32556258,0.8170996741573033,4,4.32501450957632,66000000.0,410600000.0,22911648.3942029
LowProducer,125,2014-06-06,Edge of Tomorrow,178000000,100206256,2014,6,Edge of Tomorrow2014,Edge of Tomorrow,WB,Jason Hoffs,Edge of Tomorrow,"Action,Sci-Fi",tt1631867,-77793744,0.5629564943820224,4,4.32501450957632,66000000.0,410600000.0,22911648.3942029
LowProducer,127,2016-04-15,The Jungle Book,175000000,364001123,2016,4,The Jungle Book2016,,,Brigham Taylor,The Jungle Book,"Adventure,Drama,Family",tt3040964,189001123,2.080006417142857,4,4.316308763784098,66000000.0,410600000.0,22911648.3942029
LowProducer,130,2016-08-05,Suicide Squad,175000000,325100054,2016,8,Suicide Squad2016,Suicide Squad,WB,Charles Roven,Suicide Squad,"Action,Adventure,Fantasy",tt1386697,150100054,1.8577145942857143,4,4.316308763784098,66000000.0,410600000.0,22911648.3942029
LowProducer,133,2017-11-22,Coco,175000000,209726015,2017,11,Coco2017,Coco,BV,Darla K. Anderson,Coco,"Adventure,Animation,Comedy",tt2380307,34726015,1.1984343714285715,4,4.316308763784098,66000000.0,410600000.0,22911648.3942029
LowProducer,142,2017-05-12,King Arthur: Legend of the Sword,175000000,39175066,2017,5,King Arthur: Legend of the Sword2017,King Arthur: Legend of the Sword,WB,Akiva Goldsman,King Arthur: Legend of the Sword,"Action,Adventure,Drama",tt1972591,-135824934,0.22385752,4,4.316308763784098,66000000.0,410600000.0,22911648.3942029
LowProducer,144,2013-12-25,47 Ronin,175000000,38362475,2013,12,47 Ronin2013,47 Ronin,Uni.,Eric McLeod,47 Ronin,"Action,Adventure,Drama",tt1335975,-136637525,0.21921414285714286,4,4.316308763784098,66000000.0,410600000.0,22911648.3942029
LowProducer,146,2018-06-22,Jurassic World: Fallen Kingdom,170000000,417719760,2018,6,Jurassic World: Fallen Kingdom2018,Jurassic World: Fallen Kingdom,Uni.,Patrick Crowley,Jurassic World: Fallen Kingdom,"Action,Adventure,Sci-Fi",tt4881806,247719760,2.4571750588235295,4,4.301799187463726,66000000.0,410600000.0,22911648.3942029
LowProducer,153,2012-06-01,Snow White and the Huntsman,170000000,155136755,2012,6,Snow White and the Huntsman2012,Snow White and the Huntsman,Uni.,Joe Roth,Snow White and the Huntsman,"Action,Adventure,Drama",tt1735898,-14863245,0.9125691470588235,4,4.301799187463726,66000000.0,410600000.0,22911648.3942029
LowProducer,159,2015-05-22,Tomorrowland,170000000,93436322,2015,5,Tomorrowland2015,Tomorrowland,BV,Jeffrey Chernov,Tomorrowland,"Action,Adventure,Family",tt1964418,-76563678,0.5496254235294118,4,4.301799187463726,66000000.0,410600000.0,22911648.3942029
LowProducer,164,2016-05-27,Alice Through the Looking Glass,170000000,77042381,2016,5,Alice Through the Looking Glass2016,Alice Through the Looking Glass,BV,Jennifer Todd,Alice Through the Looking Glass,"Adventure,Family,Fantasy",tt2567026,-92957619,0.45319047647058824,4,4.301799187463726,66000000.0,410600000.0,22911648.3942029
LowProducer,168,2016-11-04,Doctor Strange,165000000,232641920,2016,11,Doctor Strange2016,Doctor Strange,BV,Kevin Feige,Doctor Strange,"Action,Adventure,Fantasy",tt1211837,67641920,1.4099510303030303,4,4.287289611143355,66000000.0,410600000.0,22911648.3942029
LowProducer,172,2014-11-05,Interstellar,165000000,188017894,2014,11,Interstellar2014,Interstellar,Par.,Lynda Obst,Interstellar,"Adventure,Drama,Sci-Fi",tt0816692,23017894,1.1395023878787878,4,4.287289611143355,66000000.0,410600000.0,22911648.3942029
LowProducer,179,2010-07-16,Inception,160000000,292576195,2010,7,Inception2010,Inception,WB,Emma Thomas,Inception,"Action,Adventure,Sci-Fi",tt1375666,132576195,1.82860121875,4,4.272780034822983,66000000.0,410600000.0,22911648.3942029
LowProducer,180,2015-11-20,The Hunger Games: Mockingjay: Part 2,160000000,281723902,2015,11,The Hunger Games: Mockingjay - Part 22015,The Hunger Games: Mockingjay - Part 2,LGF,Jon Kilik,The Hunger Games: Mockingjay: Part 2,"Action,Adventure,Sci-Fi",tt1951266,121723902,1.7607743875,4,4.272780034822983,66000000.0,410600000.0,22911648.3942029
LowProducer,188,2016-06-10,Warcraft,160000000,47225655,2016,6,Warcraft2016,Warcraft,Uni.,Charles Roven,Warcraft,"Action,Adventure,Fantasy",tt0803096,-112774345,0.29516034375,4,4.272780034822983,66000000.0,410600000.0,22911648.3942029
LowProducer,193,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,2010,12,The Chronicles of Narnia: The Voyage of the Dawn Treader2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,Andrew Adamson,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure,Family,Fantasy",tt0980970,-50613050,0.673464193548387,4,4.258270458502611,66000000.0,410600000.0,22911648.3942029
LowProducer,195,2018-03-23,Pacific Rim: Uprising,155000000,59874525,2018,3,Pacific Rim: Uprising2018,,,Cale Boyter,Pacific Rim: Uprising,"Action,Adventure,Sci-Fi",tt2557478,-95125475,0.38628725806451614,4,4.258270458502611,66000000.0,410600000.0,22911648.3942029
